"Time","Frequency"
2198408,48484
2198509,43715
2198636,35087
2198713,39215
2198797,49689
2198886,46242
2198970,46242
2199081,41025
2199167,40609
2199252,46783
2199337,47058
2199437,43243
2199516,44692
2199599,49382
2199676,50000
2199894,27118
2199965,27681
2200044,53333
2200154,42328
2200260,37037
2200365,37914
2200490,34782
2200572,38647
2200658,47619
2200742,47058
2200831,46242
2200918,45454
2201005,45977
2201092,45977
2201178,46242
2201269,45197
2201359,44198
2201442,46242
2201556,40609
2201642,40000
2201738,43956
2201819,45197
2201907,47337
2201999,44444
2202082,45714
2202168,47337
2202251,47337
2202338,47058
2202421,47058
2202509,46783
2202593,46511
2202679,47058
2202766,46242
2202852,46242
2202938,46511
2203025,46242
2203105,47904
2203189,48780
2203273,47619
2203359,47058
2203445,46511
2203532,46242
2203618,46242
2203704,46511
2203878,30769
2204180,16806
2204264,20725
2204421,33195
2204502,33613
2204650,34934
2204778,28985
2204885,34042
2204974,40816
2205084,40201
2205169,41025
2205296,37735
2205424,31372
2205553,31128
2205682,31007
2206087,14981
2206243,14260
2206352,30188
2206503,30769
2206588,33898
2206675,46511
2206764,45454
2206849,45977
2207049,28070
2207136,27874
2207223,45977
2207333,40609
2207440,36866
2207571,33613
2207923,16563
2208009,18264
2208115,41666
2208250,33195
2208355,33333
2208440,42105
2208723,21739
2209079,12519
2209474,10652
2209760,11747
2210495,7835
2210996,6472
2212306,4417
2212705,4681
2214753,NA
2215838,NA
2216145,5747
2216472,12618
2217173,7782
2228399,NA
2258082,NA
2281180,NA
2282746,NA
2282938,4550
2283085,23598
2283275,23738
2283621,14925
2283751,16806
2283859,33613
2283966,37209
2284053,41237
2284140,45977
2284246,41450
2284335,41025
2284422,45454
2284510,45714
2284597,45714
2284685,45714
2284795,40404
2284883,40404
2284970,45714
2285105,36036
2285236,30075
2285346,33195
2285457,36199
2285635,27681
2285766,25889
2285858,35874
2285990,35714
2286127,29739
2286235,32653
2286366,33472
2286524,27681
2287242,9132
2288477,4096
2289226,4032
2290282,4432
2290792,5108
2291423,7011
2292461,4793
2292677,6379
2293145,11695
2293299,12861
2293804,12139
2293960,12102
2294132,24390
2294651,11577
2295711,5066
2296040,5759
2296192,16632
2297263,6541
2297591,5718
2297811,14598
2298185,13468
2298578,10430
2300009,4385
2300452,4268
2318513,NA
2371851,NA
2371921,NA
2371995,55555
2372067,54794
2372141,54794
2372216,53691
2372292,52980
2372367,52980
2372464,46511
2372659,27397
2372910,17937
2372991,24096
2373071,49689
2373152,49689
2373234,49079
2373316,48780
2373398,48780
2373481,48484
2373565,47904
2373649,47619
2373733,47619
2373817,47619
2373901,47619
2373986,47337
2374071,47058
2374158,46511
2374243,46511
2374329,46783
2374414,46783
2374501,46511
2374587,46242
2374673,46511
2374760,46242
2374847,45977
2374934,45977
2375020,46242
2375107,46242
2375194,45977
2375282,45714
2375370,45454
2375457,45714
2375545,45714
2375632,45714
2375720,45714
2375808,45454
2375897,45197
2375986,44943
2376074,45197
2376162,45454
2376249,45714
2376339,45197
2376428,44692
2376517,44943
2376606,44943
2376694,45197
2376783,45197
2376873,44692
2376961,44943
2377050,45197
2377139,44943
2377229,44692
2377317,44943
2377405,45454
2377495,44943
2377584,44692
2377674,44692
2377789,39024
2377873,40201
2377957,47619
2378122,32128
2378208,31872
2378338,37037
2378426,36697
2378556,36697
2378650,35714
2378800,32786
2378942,27397
2379074,29197
2379157,37209
2379245,46783
2379329,46511
2379415,47058
2379498,47337
2379582,47904
2379796,26845
2379877,27118
2380007,37914
2380093,37037
2380229,36036
2380315,36036
2380404,45714
2380490,45714
2380580,45454
2380666,45454
2380757,45197
2380940,29197
2381024,29962
2381114,45977
2381200,45454
2381290,45454
2381375,45714
2381465,45714
2381552,45197
2381641,45454
2381755,39408
2381842,39800
2381929,45977
2382017,45714
2382105,45454
2382197,44444
2382279,45977
2382363,48192
2382476,40609
2382559,40816
2382644,47619
2382735,45454
2382823,44692
2382910,45714
2382997,45977
2383087,45197
2383173,45454
2383260,46242
2383346,46242
2383456,40816
2383541,41025
2383693,33755
2383869,24390
2383979,27972
2384080,37914
2384170,41884
2384251,46783
2384339,47337
2384426,45714
2384511,46511
2384597,46783
2384836,24615
2385144,14625
2385296,17391
2385451,26058
2385538,33057
2385849,20100
2385933,20253
2386093,32786
2386222,27681
2386358,30188
2386479,31128
2386836,16736
2387602,7123
2387867,7759
2387953,22792
2388040,46242
2388171,36697
2388280,33333
2388389,36697
2388476,40816
2388605,37037
2388784,25974
2388869,30303
2388997,37558
2389086,36866
2389218,36199
2389326,33333
2389592,21390
2389678,22727
2389803,37914
2390477,10012
2390964,6890
2391530,7597
2391762,10025
2391911,20997
2392019,31128
2392171,30769
2392280,30651
2392366,41025
2392454,45977
2392670,26315
2392812,22346
2392895,35555
2393143,24169
2393229,23952
2393316,46242
2393400,46783
2393626,25806
2393823,18912
2393993,21798
2394368,14678
2394517,15267
2394959,13536
2395402,9039
2395904,8465
2396165,10484
2396537,12638
2396841,11834
2397055,15444
2398328,5379
2403828,NA
2474956,NA
2475125,NA
2475250,27210
2475357,34482
2475443,41450
2475591,34188
2475808,21917
2476047,17543
2476265,17505
2476551,15873
2476815,14545
2477011,17391
2477345,15094
2477834,9720
2478034,11611
2478257,18912
2478638,13245
2478969,11235
2481181,NA
2481606,NA
2481779,13377
2481866,30769
2482064,28070
2482239,21447
2482417,22662
2482815,13888
2483305,9009
2484480,4804
2485954,NA
2488975,NA
2489349,NA
2490061,7366
2490592,6436
2505515,NA
2586113,NA
2586184,NA
2586254,56737
2586325,56737
2586398,55555
2586472,54421
2586547,53691
2586622,53333
2586700,52287
2586777,51612
2586855,51612
2586932,51612
2587012,50955
2587112,44444
2587236,35714
2587314,39603
2587397,49689
2587480,48192
2587563,48192
2587645,48484
2587728,48484
2587812,47904
2587897,47337
2587980,47619
2588066,47337
2588151,46783
2588236,47058
2588321,47058
2588406,47058
2588493,46511
2588579,46242
2588664,46783
2588751,46511
2588838,45977
2588925,45977
2589012,45977
2589099,45977
2589186,45977
2589273,45977
2589362,45454
2589449,45454
2589537,45714
2589624,45714
2589712,45714
2589800,45454
2589888,45454
2589976,45454
2590065,45197
2590154,44943
2590243,44943
2590331,45197
2590419,45454
2590508,45197
2590596,45197
2590685,45197
2590774,44943
2590863,44943
2590951,45197
2591042,44692
2591131,44444
2591218,45454
2591310,44692
2591398,44444
2591489,44692
2591577,44692
2591666,45197
2591758,44198
2591845,44692
2591933,45714
2592025,44444
2592138,39024
2592224,40201
2592333,41025
2592468,32786
2592557,35714
2592707,33472
2592827,29629
2592910,39408
2592996,47337
2593081,46783
2593164,47619
2593242,49689
2593416,31746
2593496,31496
2593579,49079
2593667,46783
2593779,40000
2593856,42328
2594000,36199
2594083,35242
2594240,33333
2594325,33057
2594408,47619
2594492,47904
2594576,47619
2594661,47337
2594748,46511
2594838,45197
2594926,44943
2595013,45714
2595128,39603
2595262,32128
2595347,36529
2595435,46242
2595524,45197
2595816,20997
2595971,17897
2596060,32786
2596147,45454
2596234,45977
2596321,45977
2596409,45714
2596495,45977
2596614,39024
2596819,24691
2596906,27397
2596994,45714
2597080,45977
2597167,46242
2597281,39800
2597369,39603
2597742,17353
2597894,15238
2598043,26578
2598463,14059
2598548,15841
2598706,32921
2598791,32921
2598996,27586
2599150,22284
2599232,33898
2599319,47337
2599405,46242
2599516,40609
2599629,35714
2599739,35874
2599939,25806
2600117,21164
2600224,28070
2600495,21164
2600651,18735
2600781,27972
2601003,22727
2601181,20000
2601405,19900
2601583,19900
2601736,24169
2601913,24242
2602205,17057
2602824,8781
2603366,6890
2603449,12800
2603745,21108
2603831,20942
2603918,46242
2604005,45977
2604094,45454
2604371,21857
2604587,16227
2604985,13029
2605183,13422
2605316,24169
2606572,5759
2606856,5194
2607877,6130
2614612,NA
2622422,NA
2653928,NA
2692498,NA
2697356,NA
2703725,NA
2704529,NA
2706387,NA
2718975,NA
2734350,NA
2805335,NA
2805443,NA
2805515,44444
2805589,54794
2805662,54421
2805738,53691
2805814,52631
2805890,52631
2805967,52287
2806045,51612
2806123,51282
2806223,44943
2806302,44692
2806404,44198
2806483,44198
2806565,49689
2806647,48780
2806732,47904
2806814,47904
2806896,48780
2806979,48484
2807064,47619
2807148,47337
2807232,47619
2807316,47619
2807401,47337
2807487,46783
2807573,46511
2807657,47058
2807744,46783
2807829,46511
2807916,46511
2808002,46242
2808089,46242
2808175,46242
2808262,46242
2808350,45714
2808438,45454
2808524,45977
2808611,46242
2808698,45977
2808786,45714
2808874,45454
2808962,45454
2809049,45714
2809137,45714
2809226,45197
2809312,45714
2809400,45977
2809489,45197
2809577,45197
2809667,44943
2809753,45454
2809842,45714
2809929,45454
2810021,44692
2810106,45197
2810198,45197
2810286,44444
2810373,45714
2810463,45197
2810550,45197
2810659,40816
2810773,35874
2810883,35714
2810999,35398
2811081,40404
2811221,36036
2811441,22222
2811643,18957
2811746,26229
2811937,27210
2812021,29090
2812149,37735
2812297,28985
2812443,27210
2812529,34482
2812615,46511
2812924,20253
2813007,20408
2813310,20725
2813527,15384
2813634,24691
2813722,41025
2813809,45714
2813894,46511
2813982,46242
2814089,41025
2814428,17937
2815033,8474
2815164,10869
2815273,33333
2815428,30303
2815715,18099
2815825,20151
2815958,32921
2816153,24390
2816237,28673
2816556,19851
2816798,14260
2816884,24390
2816993,41025
2817079,41025
2817572,13816
2818181,7259
2820069,NA
2820442,NA
2820756,11644
2821088,12383
2822885,NA
2836454,NA
2938175,NA
2980269,NA
3026086,NA
3026179,NA
3026335,32128
3026412,34334
3026490,51612
3026589,45197
3026689,40201
3026770,44198
3026851,49382
3026933,49079
3027016,48484
3027097,48780
3027180,48780
3027263,48192
3027347,47904
3027431,47619
3027516,47337
3027601,47058
3027684,47619
3027769,47619
3027854,47058
3027940,46783
3028025,46783
3028112,46511
3028198,46242
3028284,46511
3028370,46511
3028458,45977
3028544,45977
3028630,46511
3028716,46511
3028803,46242
3028891,45714
3028977,45977
3029066,45714
3029152,45714
3029240,45977
3029328,45454
3029416,45454
3029502,45977
3029591,45714
3029679,45197
3029767,45454
3029855,45454
3029942,45714
3030031,45454
3030119,45197
3030208,45197
3030296,45197
3030385,45197
3030474,44943
3030564,44692
3030651,45197
3030739,45714
3030829,44943
3030918,44692
3031007,44943
3031097,44692
3031187,44444
3031273,45454
3031363,45454
3031454,44198
3031540,45197
3031631,45197
3031721,44198
3031809,44943
3031899,44943
3032031,36036
3032141,33057
3032523,16260
3032632,16293
3032717,41237
3032802,47058
3032888,46783
3033076,29197
3033162,29197
3033247,46783
3033333,46783
3033665,19138
3033870,14897
3034117,17699
3034311,18140
3034460,23323
3034659,22988
3034924,17241
3035241,13745
3035738,9828
3036358,7162
3036647,8800
3037212,9367
3037634,8105
3038187,8205
3038790,6920
3039707,5263
3040207,5645
3061691,NA
3122593,NA
3133237,NA
3133417,NA
3133519,28368
3133620,39408
3133724,39024
3133808,42553
3133893,47337
3133976,47619
3134059,48192
3134143,47904
3134228,47337
3134313,47058
3134398,47058
3134483,47058
3134568,47058
3134654,46783
3134761,41450
3134847,41450
3134934,46242
3135021,45977
3135108,45977
3135193,46511
3135281,46242
3135368,45714
3135456,45714
3135542,45977
3135628,46511
3135716,45977
3135804,45454
3135891,45714
3135979,45714
3136068,45197
3136155,45454
3136242,45977
3136329,45977
3136417,45714
3136506,45197
3136595,44943
3136684,44943
3136772,45197
3136860,45454
3136948,45454
3137037,45197
3137126,44943
3137214,45197
3137303,45197
3137392,44943
3137481,44943
3137570,44943
3137659,44943
3137748,44943
3137837,44943
3137926,44943
3138015,44943
3138104,44943
3138194,44692
3138282,44943
3138372,44943
3138462,44444
3138550,44943
3138640,44943
3138731,44198
3138817,45197
3138980,32128
3139063,32520
3139151,46783
3139361,26845
3139466,25396
3139594,34334
3139678,37735
3139935,23460
3140017,23598
3140105,47058
3140192,45714
3140280,45714
3140368,45454
3140454,45977
3140542,45977
3140630,45454
3140718,45454
3140893,30418
3141133,19277
3141286,20356
3141486,22662
3141594,25974
3141681,41025
3141770,45454
3141879,40404
3141967,40609
3142078,40201
3142208,33195
3142875,10037
3143032,9708
3143185,25806
3143931,8898
3145062,4262
3147616,NA
3229184,NA
3229557,NA
3230342,6908
3231968,NA
3256303,NA
3330212,NA
3343741,NA
3343871,NA
3343950,38277
3344083,37735
3344186,33898
3344263,44444
3344364,44943
3344444,44198
3344524,50000
3344606,49382
3344687,49079
3344770,48780
3344851,48780
3344935,48484
3345019,47619
3345103,47619
3345186,47904
3345269,48192
3345375,42328
3345464,41025
3345550,45714
3345675,37914
3345805,31372
3345893,36697
3346000,41025
3346088,41025
3346196,40816
3346304,37037
3346437,33195
3346523,36529
3346631,41237
3346764,33195
3346852,36199
3346984,36363
3347071,36529
3347160,45454
3347246,45714
3347335,45714
3347423,45197
3347533,40404
3347646,35874
3347776,32921
3347887,33195
3347976,40000
3348066,44692
3348198,36036
3348332,30075
3348421,35874
3348577,32653
3348712,27491
3348821,32786
3349004,27397
3349091,29629
3349228,35714
3349331,33333
3349493,30188
3349715,20833
3349799,26143
3349883,47619
3349967,47619
3350181,26845
3350329,22099
3350538,22408
3350622,27303
3350709,46783
3350795,46242
3350882,46242
3350972,45197
3351058,45454
3351143,46783
3351296,33613
3351404,30651
3351559,30418
3351668,30303
3351753,41237
3351931,30418
3352062,25889
3352422,16293
3353127,7511
3353256,9592
3353389,30534
3353568,25641
3353747,22346
3353926,22346
3356767,NA
3360023,NA
3411696,NA
3592616,NA
3592779,NA
3593154,14869
3593474,11510
3595127,4054
3596354,NA
3669105,NA
3669429,NA
3669817,11235
3671169,4597
3773190,NA
3773525,NA
3773969,10269
3775167,4872
3781330,NA
3872455,NA
3872703,NA
3872865,19512
3872948,32653
3873074,38277
3873201,31620
3873394,25000
3873653,17699
3873956,14234
3874871,6568
3875178,6546
3875399,15151
3875574,20202
3875979,13793
4080445,NA
4081460,NA
4082540,NA
4243356,NA
4334752,NA
4335278,NA
4335507,10596
4335652,21390
4335815,25974
4335986,23952
4336093,28776
4336176,42105
4336366,29304
4336495,25078
4336579,37558
4336729,34188
4336857,28776
4336989,30769
4337075,36697
4337203,37383
4337332,31128
4337487,28169
4337681,22922
4337921,18433
4338074,20356
4338206,28070
4338315,33195
4338407,39800
4338492,45197
4338601,41237
4338713,36199
4338799,40404
4338931,36697
4339110,25723
4339377,17937
4339465,22535
4339687,25806
4339776,25723
4340046,22284
4340200,18867
4340306,30769
4340766,14134
4341883,5072
4432528,NA
4432940,NA
4433134,13201
4433251,25723
4433349,37209
4433488,33755
4433589,33333
4433687,40201
4433830,33195
4433954,29962
4434034,39215
4434157,39408
4434262,35087
4434344,42780
4434470,38461
4434595,31872
4434680,38095
4434766,46783
4434848,47619
4434955,42328
4435041,41450
4435125,47058
4435297,31250
4435425,26666
4435512,37209
4435617,41666
4435705,41450
4435836,36529
4435964,30888
4436097,30651
4436249,28070
4436358,30651
4436488,33472
4436577,36529
4436666,44943
4436754,45197
4436838,46511
4436929,45714
4437013,45714
4437146,36866
4437231,36697
4437343,40609
4437458,35242
4437542,40201
4437635,45197
4437763,36199
4437919,28169
4438008,32653
4438092,46242
4438272,30303
4438359,29962
4438469,40609
4438627,29850
4438715,32520
4438803,45454
4439007,27397
4439093,27586
4439223,37037
4439514,19002
4439759,14925
4440180,12012
4440507,10695
4440856,11834
4440962,17582
4441049,41450
4441158,40816
4441247,40404
4441515,22408
4441624,21220
4441733,36697
4441821,40609
4441908,45714
4441996,45714
4442082,45977
4442171,45714
4442281,40201
4442370,40201
4442458,45197
4442569,40201
4442658,40000
4444911,NA
4445348,NA
4529930,NA
4530026,NA
4530125,41025
4530223,40609
4530361,33898
4530485,30534
4530567,38834
4530688,39408
4530792,35555
4530893,39024
4531039,32388
4531162,29739
4531266,35242
4531477,25396
4531605,23598
4531776,26755
4531948,23323
4532206,18604
4532377,18648
4532614,19607
4532878,15968
4533095,16632
4533337,17429
4533489,20304
4533623,27972
4533706,36866
4533840,36866
4533975,29739
4534060,36363
4534238,30418
4534415,22535
4534726,16393
4535370,8376
4536387,4816
4537787,NA
4537917,5228
4538259,16949
4540240,NA
4540635,NA
4620943,NA
4621056,NA
4621194,31872
4621292,33898
4621391,40609
4621473,44198
4621574,43715
4621655,43956
4621733,50314
4621816,49689
4621895,49382
4621980,48780
4622062,47904
4622144,48780
4622226,48780
4622330,43010
4622415,42328
4622498,47619
4622582,47904
4622665,47904
4622751,47337
4622837,46511
4622920,47337
4623026,42328
4623112,41666
4623199,46242
4623283,46783
4623392,41450
4623478,41025
4623561,47337
4623694,37037
4623781,36363
4623888,41237
4624018,33755
4624108,36363
4624218,40000
4624350,33057
4624431,37558
4624563,37558
4624718,27874
4624804,33195
4624937,36529
4625019,37209
4625136,40201
4625218,40201
4625360,35714
4625441,35874
4625544,43478
4625793,22727
4625896,22727
4625981,42553
4626083,42780
4626230,32128
4626315,34482
4626400,47058
4626486,46783
4626570,47058
4626851,21917
4627086,15503
4627239,20618
4627326,33333
4627431,41666
4627777,17738
4628042,13093
4628217,18181
4628369,24464
4628457,33333
4628630,30651
4628740,28268
4628827,40609
4628914,45977
4629346,15414
4629845,8592
4703755,NA
4703953,NA
4704131,21276
4704251,26845
4704394,30418
4704519,29850
4704641,32388
4704764,32653
4704868,35242
4704996,34482
4705120,31746
4705227,34632
4705312,41666
4705440,37558
4705546,34188
4705699,30888
4705913,21798
4706218,15414
4706595,11730
4706766,14598
4707033,18264
4707133,21798
4707230,40609
4707307,45977
4707407,45197
4707486,44692
4707627,36363
4707813,24464
4707976,22922
4708164,22792
4708245,29739
4708498,23952
4708643,20100
4709096,13377
4709183,14814
4709314,36697
4709730,14625
4710030,11173
4774422,NA
4774666,NA
4774936,15564
4775126,17391
4775253,25236
4775404,28776
4775639,20725
4775992,13605
4776993,5908
4777131,7023
4777269,28985
4777346,37209
4777426,50955
4777507,49689
4777607,44198
4777729,36036
4777853,32520
4778041,25641
4778230,21220
4778401,22222
4778612,20942
4778895,16194
4779003,20460
4779318,18912
5084994,NA
5177098,NA
5178162,NA
5178336,6462
5178619,17505
5178824,16393
5179121,15936
5179559,10884
5307371,NA
5308641,NA
5309189,4400
5309843,6655
6438807,NA
6439904,NA
6441056,NA
6443938,NA
6849586,NA
6850168,NA
6850343,10568
6850539,21563
6850700,22408
6850799,30769
6850965,30188
6851126,24464
6851231,30075
6851460,23952
6851544,25559
6851628,47619
6851714,47058
6851822,41237
6851965,31872
6852050,35087
6852136,46783
6852245,41025
6852329,41450
6852501,31250
6852671,23391
6852780,28673
6852867,40816
6852954,45977
6853041,45977
6853149,41025
6853303,30534
6853495,23121
6853715,19417
6853866,21563
6854088,21447
6854197,24169
6854327,33472
6854458,30651
6854590,30418
6854766,25974
6854987,20151
6855298,15037
6855476,16359
6855741,18058
6855916,18181
6952656,NA
6953159,NA
7248063,NA
7249603,NA
7250190,NA
7250780,6796
7251225,7729
7251446,12012
7252131,8830
7252510,7518
7252869,10840
7253023,15594
7253243,21390
7449132,NA
7449483,NA
7449568,18348
7450182,11444
7450739,6831
7450889,11315
7451110,21563
7451712,9720
7451931,9744
7452550,9546
7453853,4162
7454630,NA
7745175,NA
7745839,NA
7746471,6172
7834299,NA
7834583,NA
7835209,8791
7835483,8888
7835875,12012
7836397,8752
7837424,5164
7837741,5952
7838008,13698
7839086,5947
7839243,6477
7916698,NA
7916877,NA
7917362,12048
7918342,5460
7918750,5763
7919535,6705
7919672,8676
7920192,12176
7920897,6530
7922633,NA
7998436,NA
7998861,NA
7999671,6477
8000105,6430
8000411,10810
8000742,12558
8001238,9673
8001919,6796
8002121,9060
8002277,22346
8002610,16359
8081926,NA
8083076,NA
8083570,4866
8084254,6791
8084454,9049
8084743,16359
8085211,10568
8085867,7117
8086222,7912
8174146,NA
8174770,NA
8175818,4784
8176259,5372
8260278,NA
8802102,NA
8802440,NA
8802815,11220
8803257,9791
8803452,12558
8803603,23121
8803861,19559
8804076,16913
8804514,12251
8804949,9163
8805274,10526
8807973,NA
8914787,NA
8915724,NA
8917162,NA
8920928,NA
9006886,NA
9007076,NA
9007373,16427
9007759,11713
9008143,10389
9008469,11267
9008643,16000
9008815,23121
9008946,26402
9009144,24316
9009291,23188
9009469,24615
9009687,20202
9009819,22857
9010451,10471
9143811,NA
9144064,NA
9144255,18018
9144634,14035
9145203,8438
9145420,10178
9145705,15936
9145946,15209
9146078,21447
9146295,22922
9146536,17467
9146689,20304
9146798,30534
9146993,26315
9147126,24390
9147322,24316
9147961,9580
9148800,5412
9149292,6010
9312165,NA
9416864,NA
9417324,NA
9889481,NA
9997308,NA
10106819,NA
10181378,NA
10181799,NA
10182580,6655
10262425,NA
10262990,NA
10263220,10062
10263412,18957
10263792,13986
10264134,11080
10264287,16161
10264521,20671
10264845,14336
10265189,11976
10265584,10825
10266169,8163
10267836,NA
10268008,4350
10268310,16877
10556947,NA
10557367,NA
10557751,9950
10558639,6289
10559114,5869
10559441,9975
10559725,13093
10559969,15151
10560254,15122
10560543,13937
10560672,19138
10561695,6944
10562213,5191
10562618,8667
10750927,NA
10751535,NA
10752306,5801
10752994,5483
10753974,4796
10903070,NA
10912144,NA
11817365,NA
11817538,NA
11817925,14285
0,NA
